,pred,truth
0,4.9625916,5.0
1,4.9625916,5.0
2,4.9625916,5.0
3,2.9034722,1.0
4,2.9034722,1.0
5,2.9034722,1.0
6,4.5069175,4.0
7,4.5069175,3.0
8,4.5069175,3.0
9,3.7902153,5.0
10,3.7902153,5.0
11,3.7902153,5.0
12,3.0718253,2.0
13,3.0718253,4.0
14,3.0718253,4.0
15,4.975141,5.0
16,4.975141,5.0
17,4.975141,5.0
18,4.4600487,5.0
19,4.4600487,5.0
20,4.4600487,5.0
21,4.2425113,5.0
22,4.2425113,4.0
23,4.2425113,5.0
24,4.8968086,5.0
25,4.8968086,5.0
26,4.8968086,5.0
27,4.4058185,5.0
28,4.4058185,5.0
29,4.4058185,5.0
30,4.1565146,5.0
31,4.1565146,4.0
32,4.1565146,5.0
33,2.809873,4.0
34,2.809873,2.0
35,2.809873,5.0
36,3.4945385,5.0
37,3.4945385,5.0
38,3.4945385,5.0
39,4.460986,4.0
40,4.460986,5.0
41,4.460986,5.0
42,2.0525675,4.0
43,2.0525675,2.0
44,2.0525675,3.0
45,4.261496,4.0
46,4.261496,4.0
47,4.261496,5.0
48,4.411283,5.0
49,4.411283,5.0
50,4.411283,5.0
51,2.0472634,1.0
52,2.0472634,1.0
53,2.0472634,4.0
54,3.8776774,4.0
55,3.8776774,5.0
56,3.8776774,5.0
57,3.856502,5.0
58,3.856502,5.0
59,3.856502,5.0
60,4.506939,5.0
61,4.506939,3.0
62,4.506939,5.0
63,3.345159,4.0
64,3.345159,4.0
65,3.345159,4.0
66,3.4377756,4.0
67,3.4377756,4.0
68,3.4377756,4.0
69,3.43054,1.0
70,3.43054,2.0
71,3.43054,3.0
72,3.1963365,3.0
73,3.1963365,1.0
74,3.1963365,4.0
75,4.4548116,5.0
76,4.4548116,5.0
77,4.4548116,5.0
78,4.7785034,5.0
79,4.7785034,5.0
80,4.7785034,5.0
81,2.7192907,4.0
82,2.7192907,2.0
83,2.7192907,4.0
84,4.3697944,5.0
85,4.3697944,3.0
86,4.3697944,3.0
87,2.8252068,4.0
88,2.8252068,4.0
89,2.8252068,4.0
90,3.019189,3.0
91,3.019189,4.0
92,3.019189,4.0
93,3.6172135,4.0
94,3.6172135,4.0
95,3.6172135,5.0
96,2.1270137,1.0
97,2.1270137,1.0
98,2.1270137,1.0
99,4.2283506,4.0
100,4.2283506,4.0
101,4.2283506,5.0
102,4.5892467,5.0
103,4.5892467,5.0
104,4.5892467,5.0
105,4.5151186,5.0
106,4.5151186,5.0
107,4.5151186,5.0
108,4.632588,5.0
109,4.632588,5.0
110,4.632588,5.0
111,3.2282717,1.0
112,3.2282717,4.0
113,3.2282717,4.0
114,4.2876344,5.0
115,4.2876344,5.0
116,4.2876344,5.0
117,3.0819342,1.0
118,3.0819342,2.0
119,3.0819342,4.0
120,3.773675,4.0
121,3.773675,3.0
122,3.773675,5.0
123,2.098303,1.0
124,2.098303,2.0
125,2.098303,1.0
126,3.4433377,3.0
127,3.4433377,4.0
128,3.4433377,5.0
129,4.90752,5.0
130,4.90752,5.0
131,4.90752,5.0
132,3.391434,4.0
133,3.391434,4.0
134,3.391434,5.0
135,4.626364,5.0
136,4.626364,5.0
137,4.626364,5.0
138,3.4161472,4.0
139,3.4161472,4.0
140,3.4161472,4.0
141,4.7784834,5.0
142,4.7784834,5.0
143,4.7784834,5.0
144,2.8809114,2.0
145,2.8809114,2.0
146,2.8809114,3.0
147,4.197344,5.0
148,4.197344,4.0
149,4.197344,5.0
150,4.237791,4.0
151,4.237791,5.0
152,4.237791,5.0
153,4.386357,5.0
154,4.386357,5.0
155,4.386357,5.0
156,4.0200934,5.0
157,4.0200934,5.0
158,4.0200934,5.0
159,2.9178393,4.0
160,2.9178393,4.0
161,2.9178393,4.0
162,4.614586,5.0
163,4.614586,5.0
164,4.614586,5.0
165,4.491464,5.0
166,4.491464,5.0
167,4.491464,5.0
168,3.582305,4.0
169,3.582305,4.0
170,3.582305,4.0
171,3.2653375,3.0
172,3.2653375,3.0
173,3.2653375,5.0
174,4.197554,5.0
175,4.197554,4.0
176,4.197554,5.0
177,3.9060893,3.0
178,3.9060893,4.0
179,3.2205853,1.0
180,3.2205853,1.0
181,3.6034172,3.0
182,3.6034172,4.0
183,3.9680707,5.0
184,3.9680707,3.0
185,3.7198324,4.0
186,3.7198324,4.0
187,3.8967884,2.0
188,3.8967884,5.0
189,4.515072,1.0
190,4.515072,3.0
191,4.3641186,5.0
192,4.3641186,4.0
193,4.4079695,5.0
194,4.4079695,5.0
195,3.7627873,5.0
196,3.7627873,5.0
197,4.190256,5.0
198,4.190256,5.0
199,4.1050606,5.0
200,4.1050606,4.0
201,3.5273986,4.0
202,3.5273986,3.0
203,2.8855407,3.0
204,2.8855407,3.0
205,4.6222706,3.0
206,4.6222706,5.0
207,4.7757535,5.0
208,4.7757535,5.0
209,3.067582,2.0
210,3.067582,3.0
211,4.3300447,1.0
212,4.3300447,3.0
213,2.9815977,5.0
214,2.9815977,4.0
215,3.8272674,4.0
216,3.8272674,3.0
217,4.460986,4.0
218,4.460986,3.0
219,3.4741411,3.0
220,3.4741411,3.0
221,4.755955,5.0
222,4.755955,5.0
223,3.5392866,2.0
224,3.5392866,3.0
225,3.7585216,4.0
226,3.7585216,3.0
227,4.412948,5.0
228,4.412948,5.0
229,3.5025535,4.0
230,3.5025535,3.0
231,3.7182236,4.0
232,3.7182236,4.0
233,3.1963365,4.0
234,3.1963365,4.0
235,4.452351,5.0
236,4.452351,5.0
237,4.2936754,4.0
238,4.2936754,4.0
239,4.427105,5.0
240,4.427105,5.0
241,3.472324,2.0
242,3.472324,4.0
243,4.3465633,5.0
244,4.3465633,5.0
245,4.4106483,5.0
246,4.4106483,4.0
247,3.4866,2.0
248,3.4866,3.0
249,4.462184,4.0
250,4.462184,5.0
251,4.434399,5.0
252,4.434399,5.0
253,2.9226038,4.0
254,2.9226038,4.0
255,4.2001176,5.0
256,4.2001176,4.0
257,2.6005092,3.0
258,2.6005092,3.0
259,4.819899,5.0
260,4.819899,5.0
261,4.3967185,5.0
262,4.3967185,4.0
263,2.8847537,1.0
264,2.8847537,3.0
265,3.1928773,4.0
266,3.1928773,3.0
267,3.6941323,4.0
268,3.6941323,4.0
269,4.7792444,5.0
270,4.7792444,5.0
