,pred,truth
0,3.0024893,3.0
1,3.0024893,2.0
2,3.0024893,1.0
3,3.1994307,3.0
4,3.1994307,2.0
5,3.1994307,2.0
6,4.2933264,3.0
7,4.2933264,1.0
8,4.2933264,1.0
9,3.4177935,3.0
10,3.4177935,2.0
11,3.4177935,2.0
12,4.920811,4.0
13,4.920811,4.0
14,4.920811,3.0
15,4.5804086,5.0
16,4.5804086,4.0
17,4.5804086,4.0
18,4.980947,5.0
19,4.980947,4.0
20,4.980947,5.0
21,3.6055553,2.0
22,3.6055553,2.0
23,3.6055553,2.0
24,4.85286,5.0
25,4.85286,5.0
26,4.85286,5.0
27,2.8522727,4.0
28,2.8522727,2.0
29,2.8522727,3.0
30,3.2976217,3.0
31,3.2976217,2.0
32,3.2976217,3.0
33,3.5375261,1.0
34,3.5375261,2.0
35,3.5375261,2.0
36,3.932034,3.0
37,3.932034,2.0
38,3.932034,2.0
39,3.1665647,3.0
40,3.1665647,2.0
41,3.1665647,3.0
42,4.1207604,5.0
43,4.1207604,3.0
44,4.1207604,3.0
45,4.552446,4.0
46,4.552446,4.0
47,4.552446,4.0
48,3.5597355,3.0
49,3.5597355,2.0
50,3.5597355,1.0
51,3.5318065,4.0
52,3.5318065,4.0
53,3.5318065,4.0
54,4.9845653,5.0
55,4.9845653,4.0
56,4.9845653,4.0
57,4.2616067,5.0
58,4.2616067,3.0
59,4.2616067,3.0
60,2.595328,2.0
61,2.595328,2.0
62,2.595328,2.0
63,4.492268,4.0
64,4.492268,5.0
65,4.492268,4.0
66,4.8951063,5.0
67,4.8951063,4.0
68,4.8951063,5.0
69,4.556201,4.0
70,4.556201,3.0
71,4.556201,3.0
72,4.411713,5.0
73,4.411713,3.0
74,4.411713,3.0
75,3.8420932,3.0
76,3.8420932,2.0
77,3.8420932,3.0
78,4.571602,3.0
79,4.571602,4.0
80,4.571602,5.0
81,3.109256,2.0
82,3.109256,2.0
83,3.109256,2.0
84,4.4889975,4.0
85,4.4889975,3.0
86,4.4889975,3.0
87,3.5642126,2.0
88,3.5642126,2.0
89,3.5642126,3.0
90,4.563847,5.0
91,4.563847,4.0
92,4.563847,4.0
93,3.8419697,3.0
94,3.8419697,2.0
95,3.8419697,3.0
96,4.576612,5.0
97,4.576612,4.0
98,4.576612,4.0
99,4.57029,2.0
100,4.57029,4.0
101,4.57029,3.0
102,3.9414542,3.0
103,3.9414542,3.0
104,3.9414542,4.0
105,3.3773491,4.0
106,3.3773491,2.0
107,3.3773491,3.0
108,4.271641,3.0
109,4.271641,3.0
110,4.271641,3.0
111,5.0163045,5.0
112,5.0163045,4.0
113,5.0163045,4.0
114,2.7191818,1.0
115,2.7191818,1.0
116,2.7191818,2.0
117,4.9792624,4.0
118,4.9792624,2.0
119,4.9792624,4.0
120,4.6510024,5.0
121,4.6510024,5.0
122,4.6510024,4.0
123,2.7100236,3.0
124,2.7100236,2.0
125,2.7100236,2.0
126,4.114752,3.0
127,4.114752,3.0
128,4.114752,3.0
129,2.7281432,1.0
130,2.7281432,2.0
131,2.7281432,2.0
132,3.357733,3.0
133,3.357733,2.0
134,3.357733,3.0
135,5.1018176,4.0
136,5.1018176,4.0
137,5.1018176,5.0
138,3.5494926,3.0
139,3.5494926,2.0
140,3.5494926,2.0
141,3.322174,3.0
142,3.322174,2.0
143,3.322174,3.0
144,4.3478417,4.0
145,4.3478417,4.0
146,4.3478417,4.0
147,2.5454805,3.0
148,2.5454805,2.0
149,2.5454805,2.0
150,4.731099,4.0
151,4.731099,4.0
152,4.731099,4.0
153,4.1946697,3.0
154,4.1946697,4.0
155,4.1946697,3.0
156,4.4525228,4.0
157,4.4525228,5.0
158,4.4525228,4.0
159,4.158792,3.0
160,4.158792,4.0
161,4.158792,4.0
162,2.3621876,3.0
163,2.3621876,2.0
164,2.3621876,2.0
165,3.0353782,3.0
166,3.0353782,2.0
167,3.0353782,2.0
168,3.8556855,4.0
169,3.8556855,2.0
170,3.8556855,4.0
171,4.219979,3.0
172,4.219979,2.0
173,4.219979,2.0
174,4.1432295,3.0
175,4.1432295,2.0
176,4.1432295,2.0
177,4.2690163,4.0
178,4.2690163,2.0
179,4.2690163,4.0
180,3.7866158,3.0
181,3.7866158,3.0
182,3.7866158,3.0
183,4.9798355,5.0
184,4.9798355,5.0
185,4.9798355,4.0
186,3.1496997,4.0
187,3.1496997,3.0
188,3.1496997,3.0
189,3.0693467,4.0
190,3.0693467,2.0
191,3.0693467,2.0
