,pred,truth
0,4.9181204,5.0
1,4.9181204,5.0
2,4.9181204,5.0
3,2.8486292,1.0
4,2.8486292,1.0
5,2.8486292,1.0
6,4.3091335,4.0
7,4.3091335,3.0
8,4.3091335,3.0
9,3.6124547,5.0
10,3.6124547,5.0
11,3.6124547,5.0
12,2.5612528,2.0
13,2.5612528,4.0
14,2.5612528,4.0
15,4.884782,5.0
16,4.884782,5.0
17,4.884782,5.0
18,4.3919926,5.0
19,4.3919926,3.0
20,4.3919926,3.0
21,4.4350834,5.0
22,4.4350834,5.0
23,4.4350834,5.0
24,4.02722,5.0
25,4.02722,4.0
26,4.02722,5.0
27,4.746692,5.0
28,4.746692,5.0
29,4.746692,5.0
30,4.2930155,5.0
31,4.2930155,5.0
32,4.2930155,5.0
33,3.8731093,5.0
34,3.8731093,4.0
35,3.8731093,5.0
36,2.8434289,4.0
37,2.8434289,2.0
38,2.8434289,5.0
39,3.6473563,5.0
40,3.6473563,5.0
41,3.6473563,5.0
42,4.573443,4.0
43,4.573443,5.0
44,4.573443,5.0
45,2.2343254,4.0
46,2.2343254,2.0
47,2.2343254,3.0
48,4.872046,5.0
49,4.872046,5.0
50,4.872046,5.0
51,4.3418016,5.0
52,4.3418016,5.0
53,4.3418016,5.0
54,2.2693624,1.0
55,2.2693624,1.0
56,2.2693624,4.0
57,3.4627466,4.0
58,3.4627466,5.0
59,3.4627466,5.0
60,4.0864635,5.0
61,4.0864635,5.0
62,4.0864635,5.0
63,4.767079,5.0
64,4.767079,3.0
65,4.767079,5.0
66,2.792581,4.0
67,2.792581,4.0
68,2.792581,4.0
69,3.421685,4.0
70,3.421685,4.0
71,3.421685,4.0
72,3.4279404,1.0
73,3.4279404,2.0
74,3.4279404,3.0
75,3.2754261,3.0
76,3.2754261,1.0
77,3.2754261,4.0
78,4.6796556,5.0
79,4.6796556,5.0
80,4.6796556,5.0
81,4.8463593,5.0
82,4.8463593,5.0
83,4.8463593,5.0
84,2.722296,4.0
85,2.722296,2.0
86,2.722296,4.0
87,4.5776467,5.0
88,4.5776467,3.0
89,4.5776467,3.0
90,2.654127,4.0
91,2.654127,4.0
92,2.654127,4.0
93,2.6096334,3.0
94,2.6096334,4.0
95,2.6096334,4.0
96,3.9677372,4.0
97,3.9677372,4.0
98,3.9677372,5.0
99,1.8493677,1.0
100,1.8493677,1.0
101,1.8493677,1.0
102,3.9821293,4.0
103,3.9821293,4.0
104,3.9821293,5.0
105,4.34905,5.0
106,4.34905,5.0
107,4.34905,5.0
108,4.831996,5.0
109,4.831996,5.0
110,4.831996,5.0
111,2.9532766,1.0
112,2.9532766,4.0
113,2.9532766,4.0
114,4.357313,5.0
115,4.357313,5.0
116,4.357313,5.0
117,3.0594192,1.0
118,3.0594192,2.0
119,3.0594192,4.0
120,3.8928626,4.0
121,3.8928626,3.0
122,3.8928626,5.0
123,3.3152514,3.0
124,3.3152514,4.0
125,3.3152514,5.0
126,4.893429,5.0
127,4.893429,5.0
128,4.893429,5.0
129,3.2520115,4.0
130,3.2520115,4.0
131,3.2520115,5.0
132,4.604496,5.0
133,4.604496,5.0
134,4.604496,5.0
135,3.188415,4.0
136,3.188415,4.0
137,3.188415,4.0
138,4.761691,5.0
139,4.761691,5.0
140,4.761691,5.0
141,2.6522388,2.0
142,2.6522388,2.0
143,2.6522388,3.0
144,4.411051,5.0
145,4.411051,4.0
146,4.411051,5.0
147,4.1542683,4.0
148,4.1542683,5.0
149,4.1542683,5.0
150,4.670849,5.0
151,4.670849,5.0
152,4.670849,5.0
153,2.785202,4.0
154,2.785202,4.0
155,2.785202,4.0
156,4.7972093,5.0
157,4.7972093,5.0
158,4.7972093,5.0
159,4.445484,5.0
160,4.445484,5.0
161,4.445484,5.0
162,3.5477602,4.0
163,3.5477602,4.0
164,3.5477602,4.0
165,3.2364316,3.0
166,3.2364316,3.0
167,3.2364316,5.0
168,3.9604113,5.0
169,3.9604113,4.0
170,3.9604113,5.0
171,3.6472912,3.0
172,3.6472912,4.0
173,3.3467171,1.0
174,3.3467171,1.0
175,4.189041,3.0
176,4.189041,4.0
177,3.7970114,5.0
178,3.7970114,3.0
179,3.3534312,4.0
180,3.3534312,4.0
181,3.5828876,2.0
182,3.5828876,5.0
183,4.081306,1.0
184,4.081306,3.0
