,pred,truth
0,4.725023,5.0
1,4.725023,5.0
2,4.725023,5.0
3,2.6317573,1.0
4,2.6317573,1.0
5,2.6317573,1.0
6,4.1398125,4.0
7,4.1398125,3.0
8,4.1398125,3.0
9,3.8899574,5.0
10,3.8899574,5.0
11,3.8899574,5.0
12,2.6160526,2.0
13,2.6160526,4.0
14,2.6160526,4.0
15,4.496122,5.0
16,4.496122,3.0
17,4.496122,3.0
18,4.144701,5.0
19,4.144701,5.0
20,4.144701,5.0
21,4.2507343,5.0
22,4.2507343,4.0
23,4.2507343,5.0
24,4.715498,5.0
25,4.715498,5.0
26,4.715498,5.0
27,4.086431,5.0
28,4.086431,5.0
29,4.086431,5.0
30,4.066348,5.0
31,4.066348,4.0
32,4.066348,5.0
33,2.7281954,4.0
34,2.7281954,2.0
35,2.7281954,5.0
36,3.5128236,5.0
37,3.5128236,5.0
38,3.5128236,5.0
39,4.72124,4.0
40,4.72124,5.0
41,4.72124,5.0
42,2.4599805,4.0
43,2.4599805,2.0
44,2.4599805,3.0
45,4.847492,5.0
46,4.847492,5.0
47,4.847492,5.0
48,3.4952428,4.0
49,3.4952428,4.0
50,3.4952428,5.0
51,4.2627654,5.0
52,4.2627654,5.0
53,4.2627654,5.0
54,1.9910957,1.0
55,1.9910957,1.0
56,1.9910957,4.0
57,3.6895149,4.0
58,3.6895149,5.0
59,3.6895149,5.0
60,3.996329,5.0
61,3.996329,5.0
62,3.996329,5.0
63,4.2869267,5.0
64,4.2869267,3.0
65,4.2869267,5.0
66,3.2329826,4.0
67,3.2329826,4.0
68,3.2329826,4.0
69,3.1456907,1.0
70,3.1456907,2.0
71,3.1456907,3.0
72,3.5659893,3.0
73,3.5659893,1.0
74,3.5659893,4.0
75,4.395372,5.0
76,4.395372,5.0
77,4.395372,5.0
78,4.819377,5.0
79,4.819377,5.0
80,4.819377,5.0
81,2.8002675,4.0
82,2.8002675,2.0
83,2.8002675,4.0
84,4.6817794,5.0
85,4.6817794,3.0
86,4.6817794,3.0
87,2.5593832,3.0
88,2.5593832,4.0
89,2.5593832,4.0
90,3.8272078,4.0
91,3.8272078,4.0
92,3.8272078,5.0
93,1.982693,1.0
94,1.982693,1.0
95,1.982693,1.0
96,4.419078,5.0
97,4.419078,5.0
98,4.419078,5.0
99,4.2856936,5.0
100,4.2856936,5.0
101,4.2856936,5.0
102,4.4108076,5.0
103,4.4108076,5.0
104,4.4108076,5.0
105,4.671102,5.0
106,4.671102,5.0
107,4.671102,5.0
108,3.2269824,1.0
109,3.2269824,2.0
110,3.2269824,4.0
111,4.0184164,4.0
112,4.0184164,3.0
113,4.0184164,5.0
114,1.9936426,1.0
115,1.9936426,2.0
116,1.9936426,1.0
117,3.3843865,3.0
118,3.3843865,4.0
119,3.3843865,5.0
120,4.939508,5.0
121,4.939508,5.0
122,4.939508,5.0
123,3.2244356,4.0
124,3.2244356,4.0
125,3.2244356,5.0
126,4.5759935,5.0
127,4.5759935,5.0
128,4.5759935,5.0
129,3.020958,4.0
130,3.020958,4.0
131,3.020958,4.0
132,4.7436824,5.0
133,4.7436824,5.0
134,4.7436824,5.0
135,2.6167817,2.0
136,2.6167817,2.0
137,2.6167817,3.0
138,4.635322,5.0
139,4.635322,4.0
140,4.635322,5.0
141,4.3351,4.0
142,4.3351,5.0
143,4.3351,5.0
144,4.479325,5.0
145,4.479325,5.0
146,4.479325,5.0
147,4.0497003,5.0
148,4.0497003,5.0
149,4.0497003,5.0
150,4.494809,5.0
151,4.494809,5.0
152,4.494809,5.0
153,4.897488,5.0
154,4.897488,5.0
155,4.897488,5.0
156,3.2206838,4.0
157,3.2206838,4.0
158,3.2206838,4.0
159,2.9268544,3.0
160,2.9268544,3.0
161,2.9268544,5.0
162,4.0418158,5.0
163,4.0418158,4.0
164,4.0418158,5.0
165,4.046079,3.0
166,4.046079,4.0
167,3.2091153,1.0
168,3.2091153,1.0
169,3.969991,3.0
170,3.969991,4.0
171,3.4331923,5.0
172,3.4331923,3.0
173,3.4608116,4.0
174,3.4608116,4.0
175,3.784185,2.0
176,3.784185,5.0
177,4.3612065,1.0
178,4.3612065,3.0
179,3.884362,5.0
180,3.884362,4.0
181,4.272307,5.0
182,4.272307,5.0
183,4.1274924,5.0
184,4.1274924,5.0
185,4.09804,5.0
186,4.09804,5.0
187,4.1501737,5.0
188,4.1501737,4.0
189,3.2731476,4.0
190,3.2731476,3.0
191,2.9453325,3.0
192,2.9453325,3.0
193,4.6333895,3.0
194,4.6333895,5.0
195,4.661612,5.0
196,4.661612,5.0
197,3.2638955,2.0
198,3.2638955,3.0
199,4.226007,1.0
200,4.226007,3.0
201,3.2764869,5.0
202,3.2764869,4.0
