,pred,truth
0,4.551265,5.0
1,4.551265,6.0
2,2.7978208,2.0
3,2.7978208,2.0
4,3.0597494,4.0
5,3.0597494,4.0
6,2.1225371,1.0
7,2.1225371,1.0
8,3.3320112,3.0
9,3.3320112,3.0
10,3.691697,3.0
11,3.691697,2.0
12,4.6369314,5.0
13,4.6369314,5.0
14,4.1196337,4.0
15,4.1196337,4.0
16,4.6953244,4.0
17,4.6953244,4.0
18,2.6781404,4.0
19,2.6781404,3.0
20,4.535025,5.0
21,4.535025,5.0
22,2.9124362,2.0
23,2.9124362,1.0
24,4.5277967,5.0
25,4.5277967,6.0
26,4.638402,5.0
27,4.638402,5.0
28,4.4915447,5.0
29,4.4915447,5.0
30,2.7093673,3.0
31,2.7093673,2.0
32,4.141845,5.0
33,4.141845,4.0
34,4.6462455,5.0
35,4.6462455,5.0
36,4.394438,5.0
37,4.394438,5.0
38,4.6609316,5.0
39,4.6609316,5.0
40,3.0436237,3.0
41,3.0436237,3.0
42,3.7249901,3.0
43,3.7249901,3.0
44,4.6637626,5.0
45,4.6637626,4.0
46,3.6509144,3.0
47,3.6509144,3.0
48,3.6907303,4.0
49,3.6907303,3.0
50,3.106012,4.0
51,3.106012,4.0
52,4.695681,4.0
53,4.695681,4.0
54,4.3997355,5.0
55,4.3997355,5.0
56,4.512019,5.0
57,4.512019,5.0
58,4.2959733,5.0
59,4.2959733,5.0
60,3.5739708,3.0
61,3.5739708,3.0
62,4.4615374,5.0
63,4.4615374,5.0
64,4.52674,5.0
65,4.52674,5.0
66,4.7051234,4.0
67,4.7051234,4.0
68,3.5950584,3.0
69,3.5950584,3.0
70,4.719916,4.0
71,4.719916,4.0
72,4.450017,5.0
73,4.450017,5.0
74,4.271142,4.0
75,4.271142,5.0
76,4.7488713,4.0
77,4.7488713,4.0
78,4.2314415,5.0
79,4.2314415,5.0
80,4.711641,5.0
81,4.711641,4.0
82,3.7365777,4.0
83,3.7365777,5.0
84,4.6754546,4.0
85,4.6754546,4.0
86,4.695893,5.0
87,4.695893,5.0
88,4.4671745,4.0
89,4.4671745,4.0
90,3.0882428,2.0
91,3.0882428,3.0
92,4.2740617,4.0
93,4.2740617,4.0
94,2.4373689,3.0
95,2.4373689,3.0
96,3.4663565,4.0
97,3.4663565,5.0
98,3.6105554,3.0
99,3.6105554,4.0
100,2.9529731,3.0
101,2.9529731,4.0
102,3.6071332,3.0
103,3.6071332,3.0
104,4.4719906,5.0
105,4.4719906,5.0
106,3.0545177,1.0
107,3.0545177,3.0
108,2.802743,3.0
109,2.802743,3.0
110,4.663527,5.0
111,4.663527,5.0
112,4.2863355,5.0
113,4.2863355,5.0
114,4.6553125,4.0
115,4.6553125,4.0
116,2.4890306,1.0
117,2.4890306,1.0
