id,comment_text,toxic
00472b8e2d38d1ea,A pair of jew-hating weiner nazi schmucks.,1
00a66540b2a66bb4,"""
Thanks for the copy-edit, OMG it reads so professional. ) I appreciate it a lot. Yeah, I knew that that would be a problem. Okay, here's the """"back story"""" to it. Danny had body paint while he was a robot during a sketch. During the after party, in which the theme was a black light one, everybody could see that Danny still had paint on him, as it hadn't washed off or something. To be sure, Jack had a black light switch in his apartment, and when Liz came in, he turned it on, which resulted in Liz having the paint all over her, see here. Or if whatever I just said doesn't make sense, read here and here (about the paint still on Danny and the black light attack).
Yeah, I thought maybe if people saw that, the GA note, they won't leave me a message. Though, that didn't work, as a user left me a message regarding an article I reviewed. This has to work in the future. I'm a have to make it better. I still haven't gotten the chance to see it, but I have to see it. I need to know what happened and stuff. Well, after I got the news that he lost, I started watching his DVD and telling myself that I'll never see his wrestling moves again. I didn't cry, I  was just sad. The night on Raw, I lost it and cried. Whatever, I didn't think that was cool. Shawn didn't mind, but I did. Not really, I still don't see that """"face"""" like quality to him. I think they'll play Randy out like Triple H, you know, good with the crowd, but still have him """"heel-ish"""". Maybe cause all the new people are heel and they need some faces... who knows. Speaking of Randy, today's his birthday, turned 30. Well, if you remember, his first """"punted"""" victim was Shawn, so, nice to see that he did that to Cody... all in the storyline, Nici. ) You are welcome for Danielson and Miz, I guess.  (Hit  """,0
00afb4dec99a231f,Hey why you are spreading misconceptions and trying to spread false information to the people.You not even know who won the battle and who lost.you are the cheapest person on the earth.Bloody ignorant fool.Check sources before spreading rumors,1
00be7dcac98dc95d,this user is such a worthless goddamn faggot fuck you faggot,1
00f16e6ae4e7d32a,"""
Just dropping by, I thought I'd leave a little feedback too. A featured picture is not always put on the main page, as noted by WP:POTD. For example, the semi-nude Michele Merkin was not used as it was found """"too cheesy"""". Wikipedia:Picture of the day/Unused notes several pictures that were not used because they depict too much gore or are of a scatological nature. A featured picture rating is essentially indicating that the community feels that the image is of high quality and high encyclopedic value. On a side note, POTD seems to be up to . 
Thanks for taking up the trace, Pink Oboe.   """,0
027dcbaa61909f5a,"""

 Lead 

What's there now is not a summary... summaries are supposed to be substantially shorter than the text they summarize, which the case at Salvatore Giunta is not. It simply copies whole sentances from the body text. As an editor, we have to assess the article as it currently stands, and not any hypothetical future stance. If the article grows, then the lead can be adjusted accordingly. In any case, the lead section I favored does indeed summarize the most important part: the MOH.
In any case, did you read WP:LEAD? The lead of a biography is not necessarily supposed to summarize the life story of the subject, but assert thier claim to notability. The two sentances I favored more than do that without being overly repetitive. ''''''wordsdeeds """,0
02d6831660f5a971,"Please stop 

I am assuming that the articles you are creating are of you and your friends.  12 year old soccer players and the club that they play in are almost always going to fail to meet our notability criteria.  If you do not stop creating articles like this you will be blocked from editing.  Also, do not use multiple accounts, such as .",0
04889152ef6978d0,Good job... its wackamole time,0
05fe5f344f80acce,"""

I support the idea of wikicode. Basically I think we should present code in a Python-like language that doesn't carry so much baggage. For example, we can use English sentences (or sentence fragments) instead of requiring the reader to understand some obscure Python library. (Further, Python has the baggage that there are no block-terminators: i.e., no """"}"""" or """"end""""s or """"fi""""s or """"repeat""""s. By adding such terminators, we can make it a lot less ambiguous to all readers.) In otherwords, we're basically right on track: removing the quirks of Python, and making it higher-level. So, I support the idea myself.  20:55, 31 Dec 2004 (UTC)""",0
07dc8a06e88a6f33,"Everything looks good, I'm passing the article now. )",0
07e437b79d9e35e7,"brock 

actually brock is like 6 ft 4 not 6 ft 2, and 300 lbs not 285 ive seen him u havent.",0
07ff0744ebbf7c82,"""

I do not want to keep this ongoing, but I will respond to a few comments you made.  I never said I was a newbie.  I said I was """"inexperienced"""", as I log on infrequently.  I thought I was in sandbox, and unknowingly made the change.  Again, for someone who made two very small errors, you should assume good faith.  If you feel it is vandalism, ask the user what is going on before jumping to judgement.
  """,0
08056e2009580910,"""

Fair use rationale for Image:TranquilityPark.jpg

Thanks for uploading or contributing to Image:TranquilityPark.jpg. I notice the image page specifies that the image is being used under fair use but there is no explanation or rationale as to why its use in Wikipedia articles constitutes fair use. In addition to the boilerplate fair use template, you must also write out on the image description page a specific explanation or rationale for why using this image in each article is consistent with fair use. Suggestions on how to do so can be found  here.

Please go to the image description page and edit it to include a fair use rationale. Using one of the templates at Wikipedia:Fair use rationale guideline is an easy way to ensure that your image is in compliance with Wikipedia policy, but remember that you must complete the template.  Do not simply insert a blank template on an image page. 

If you have uploaded other fair use media, consider checking that you have specified the fair use rationale on those pages too. You can find a list of 'image' pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any non-free media lacking such an explanation will be deleted one week after they have been uploaded, as described on criteria for speedy deletion. If you have any questions please ask them at the Media copyright questions page. Thank you.   """,0
0870b0a472c4c908,"04, 5 March 2015 (UTC)
I hope you get that extra tool so you can oversight your jokes. Nice to see you again, K. Been too long.   
Oh come on, that's comedy gold. You can use that with the engineering students if you like. (bainuu)  01:",0
0b2364dbd14d7571,"""

Error in """"Lindeberg condition""""?

I suspect the Lindeberg condition in the section discussing non-identically distributed random variables might be incorrect. Possibly there should be an average instead of a plain sum, or someting like that. I suspect that in the current form, the condition is essentially never satisfied. Not sure about this, though. I'll check this if I find the original reference. 130.231.89.82  """,0
0ccba024e04a8ef2,"There are many inaccurate statements being posted here. Far too many, i don't have time to correct all of them. The BNP was modernised by Nick Griffin and has no links to Holocaust denial or Nazism. Digging up 20 or 30 year old quotes is irrelevant. You can do that for all parties as many change their ideology. The modern Labour party are not the traditional Labour party, just how the Conservative party are no longer traditional Conservative Tories. During the heydey of the British Empire the Conservatives were pro-imperialistic and supported the colonisation of other countries, do you think the modern conservatives under Cameron support that? Another example: The Green Party in UK used to strongly oppose drugs, yet now they support drug-use and want to ban the prohibition of drugs and support the possession, trade and cultivation of cannabis. So they went from being anti-drug to pro-drug. The modern BNP has no links to Holocaust denial. Secondly, the comment about Nick Griffin and the RAF bombings is a typical distortion of what he said by anti-BNPer's. What Nick actually said is that the RAF should not have bombed German innocents (children and woman) as many were murdered in the Bombing of Dresden. Likewise he also opposed the bombing of innocent British civilians by the Nazis. Also the last claim modern BNP members sieg heil, i presume was a comical claim. It has no basis in fact. BNP are strongly against Nazism and Fascism. If you want a real fascist organisation that would be the UAF (Unite against Freedom), who attack BNP members with clawhammers and other weapons etc. Is that democratic? You might not like someone elses political views but that doesn't give you a right to go out and attack them violently.",0
