id,comment_text,toxic
00a66540b2a66bb4,"""
Thanks for the copy-edit, OMG it reads so professional. ) I appreciate it a lot. Yeah, I knew that that would be a problem. Okay, here's the """"back story"""" to it. Danny had body paint while he was a robot during a sketch. During the after party, in which the theme was a black light one, everybody could see that Danny still had paint on him, as it hadn't washed off or something. To be sure, Jack had a black light switch in his apartment, and when Liz came in, he turned it on, which resulted in Liz having the paint all over her, see here. Or if whatever I just said doesn't make sense, read here and here (about the paint still on Danny and the black light attack).
Yeah, I thought maybe if people saw that, the GA note, they won't leave me a message. Though, that didn't work, as a user left me a message regarding an article I reviewed. This has to work in the future. I'm a have to make it better. I still haven't gotten the chance to see it, but I have to see it. I need to know what happened and stuff. Well, after I got the news that he lost, I started watching his DVD and telling myself that I'll never see his wrestling moves again. I didn't cry, I  was just sad. The night on Raw, I lost it and cried. Whatever, I didn't think that was cool. Shawn didn't mind, but I did. Not really, I still don't see that """"face"""" like quality to him. I think they'll play Randy out like Triple H, you know, good with the crowd, but still have him """"heel-ish"""". Maybe cause all the new people are heel and they need some faces... who knows. Speaking of Randy, today's his birthday, turned 30. Well, if you remember, his first """"punted"""" victim was Shawn, so, nice to see that he did that to Cody... all in the storyline, Nici. ) You are welcome for Danielson and Miz, I guess.  (Hit  """,0
00be7dcac98dc95d,this user is such a worthless goddamn faggot fuck you faggot,1
07ff0744ebbf7c82,"""

I do not want to keep this ongoing, but I will respond to a few comments you made.  I never said I was a newbie.  I said I was """"inexperienced"""", as I log on infrequently.  I thought I was in sandbox, and unknowingly made the change.  Again, for someone who made two very small errors, you should assume good faith.  If you feel it is vandalism, ask the user what is going on before jumping to judgement.
  """,0
1b6f1962b7e309f9,"""

Although some of these characterisations are observable in other sources, perhaps these here are more interesting in terms of how Emily was perceived in the second half of the 19th century, rather than as definitive observations of fact. They do not strike an appearance of being scholarly studies - for example in the first source are also listed various bits of domestic advice, such as """"A housekeeper who has made a study of economical comfort in her home has found after long experience that it is not the fullness of hair mattresses which adds to their comfort, so much as close tufting.""""   """,0
1dc098a5058d87ac,"Online ambassador
Hey there! I'd be happy to help out; have you read the Public Policy tutorials yet?",0
21e00fde3f4f4ee9,"""

You are out of your mind man.  Most all the links there had everything to do with XDCC, which is the topic.  Some were XDCC clients and others were XDCC search engines.  Is your nazi attempt at control and punishment the norm here at wiki?  """"You don't like my changes so I will remove everything""""?  You expect to get respect doing things like this?  Just so you know I will be reporting your abuse of position.""",0
2ee75ee2c869aced,"I put that in there, because he is a coke dealer, or at least was. Its not a political opinion; it's a Fact.",0
35a5772ca22ffd2b,"You are a coward 
You are a coward, a liar, and a non-understander. Havent you looked on the other foreign relations of Barbados articles? If you havent, take a look, because I do not think you have seen them. And you must be one of those ignorant people that do not care about others and want to do it their own way, just like the foolish countries that did not recognize Abkhazia and South Ossetia but recognzied Kosovo. Your one of those people. I am ashamed of you.",1
379c9b9b0354e5b8,""":::::I think this is a brilliant and wholly appropriate idea. People have evidently begun creating accounts in a serial fashion, using them only for a day or two, without much or any talk-page use to avoid comparisons of writing style and such to other, presumably puppetmaster accounts. Wikipedia really has no defense against this, except for the tedious process of manually reverting probable socks on sight, which burns opponents re 1rr restrictions and runs the risk, also, of one being accused of biting newcomers. I'd be wholly in favor of giving this a go in this case, and would happily support the attempt at the appropriate wp:ae page. What do you say?  –   

""",0
3b5cb2fcd1cc940f,"""

Barnstars awarded!

  The Random Acts of Kindness Barnstar For taking the time to wish others happy anniversaries and birthdays. ) ™ 

  The Tireless Contributor Barnstar For your dedication and all the hard work you put in around the wiki. Your contributions in this regard have been recognized and appreciated. ) ™ 

Oh and good luck on your rfa, you can count on my support.  ™ """,0
3eb3dd1801cd89b4,I would like to see some sentences about the scool history too.,0
44bb4bcb40972946,"I did miss it, Uncle, for reasons related to fatherhood and fences. Did I really miss anything? I'll have a look (possibly after nap time).",0
49fa0c9645b5b7a0,"YAMLA,  are you stupid and a gay ass fag whos mother was a fucking whore you fuking idiotical mongolical son of a bitch you are so fucking faaaaaaagggggggggggggyyyyyyyyyyyyyy that oyuy suck as much cock as your dad who was the biggest gay ass idiot in history who ever sucked cock and oyu also stuck up a dildo up your mothers ass while she was pooing and you made your sister eat that shit!!!!",1
56ef5dbf3bed268b,"""
Andrew Van de Kamp
There is no proof that he is """"bisexual""""...and even if he had been with a woman sexually, the character identifies as gay. Therefore, he does not belong in Category:Fictional bisexuals. Stop placing him there. It will only be reverted, and your continuing to put him there will be seen as  vandalism.   """,0
61f818414c24e4aa,"Pattyson
All of the details provided in my editand many moreare cited here.",0
62d2426b6fd0bc8d,"name 

I agree to change my name to TCB of Chicago.  However, I do not agree to endless bureaucratic stuff.  If you are nice, you will submit the request to the proper authorities of Wikipedia.  If you do not agree, then I will keep my name until someone helps with submission.  This is like voting.  If you request assistance from the Board of Elections, they will even send someone to the polling station to help you fill out the ballot.   Thank you.",0
66ca238cf32b1f17,"You are scared of me 

Danish hater",1
672b9bf5fe6ed7f4,"http://gawker.com/5827835/wikipedia-is-slowly-dying
I'll happily dance on Wikipedia's grave when the shutdown happens, what a shit site that supports retards and vandals.",1
69e88ef179506404,"My personal opinion 

Is that you're a fucking wanker and I hope you die a painful death. 91.108.192.125",1
6a5df2ef926c2585,"I take Wikipedia policies very seriously. BLP in particular.  Now, about those obscene, slanderous rants?",0
6bfd0c80fd60bfc8,"Minority Breeder
Breeder is a significant person and you went and deleted the page started for him, nice job dipshit.",1
7284254ba63d535e,I'm afraid not. The web accessible edition from Google does not include a preview of the book. I will try to search for it when I get the chance. Darth  (talk - ),0
72afd8bccd7b88f0,"""

King Air article
Bill, sorry for not responding sooner to your question about the military versions of the 90, and the general length of the article. I've been mulling it over, and I'm still not sure what would be best, but I'm wondering about splitting the article into one about the 90/100 series and another about the 200/300 series. That, to me, is where the logical split is, in a number of ways. The 200/300 (including 350), went by """"Super King Air"""", and while there's a lot of commonality between the 90 and 100, there's much less so between the 100 and 200 (the exception would be the 90F which borrowed the 200's tail, but I wouldn't worry about that). Plus, the PT-6A engine comes in two """"families"""", the large PT6A and the small PT6A (# of PT wheels being a big factor). The 90/100 KAs use small PT6s, the 200/300 use large PT6s, so there's a natural split there. If we split the article there, each would have a fairly decent length, and could possibly be split further down the road if they continued to grow. Just some thoughts....  """,0
89484ce199f773c6,"""

 Category/songwriter edits 

WP:SONGS#Categories shows the procedure for adding categories.  The only mention of genre is in #5, which states: """"Category: songs"""" should be placed into ... one or more subcategories of Category:Songs by genre.""""  Nowhere does it say that the song itself should be placed in a genre category. Therefore,  Category:Reggae rock was removed.

Template:Infobox single#Parameters gives instructions for infobox fields.  Under """"Writer"""" it says: """"This field allows display of the song's writer(s). Separate multiple values using Flatlist.""""  Therefore, the songwriters were listed using flatlist.

If there is a problem with following these procedures, take it up at Wikipedia talk:WikiProject Songs or Template talk:Template:Infobox single, not here.
—  """,0
8ad5c7304cd9f7e3,"I did notify you that I was appealing this to an administrator; I've put it in bold (above).
BTW, the issue was resolved Friday night; there's no reason to persue it any further.  The administrator said he didn't really care about the disambig/hatnote combination, he did not do the revert himself and it should have just been left alone.",0
914b5c79987680c2,Hello asshole. Your mother might be a cross wiki vandal or even a cross country whore but I am not. You blocked me on a groundless basis only because your  asked you to. I have not done anything wrong in English wikipedia. But you will pay the price for your stupid action.,1
9a7303adc344b535,GET OFF MY DICK FOR VANDALISIM IM STATING FACTS ASSHOLES,1
9bc51bc5210c9ef0,"""

I feel as though you absolutely disregarded my message, save for the """"ab ignitio"""" part. To clarify what I meant by """"you were involved ab ignitio"""", I didn't mean that you were involved """"from the beginning of [my] time at Wikipedia."""" However, I did mean that you were involved from the beginning of this account. You were the second administrator to edit my talk page. Although what you said was """"friendly"""", nevertheless, you may have fostered a prejudicial grudge towards the likes of me.You ignored my thoughts about my incapacity to deface Wikipedia when so many administrators are eyeballing me. You also did not acknowledge that I had """"fully read through each of the five pillars"""", an integral condition to succeed on Wikipedia. I utterly can't see how detrimental it will be to unblock me and be ready to reblock me if I misbehave. I'm experiencing a grim case of déjà vu. Please respond considering these aspects. Regards,   """,0
9cffc20bb23a8cc1,"redirects
when an article is moved, the original title, right or wrong, must be kept, in order to preserve the edit history. If very wrong, it could be directed to a better title, which in turn can be redirected to the moved article, but this is not usually worth the effort. '''''' ( talk )",0
