id,text,non_hashtags_text,author_id,hashtags
1512589090167746565,"RT @rovercrc: ALL MY ORDERS ARE GETTING FILLED! 

I am DCA’ing into #Bitcoin every day!","RT @rovercrc: ALL MY ORDERS ARE GETTING FILLED! 

I am DCA’ing into <UNKTAG> every day!",1503720498277994501,['Bitcoin']
1512589089777750019,"RT @IgnoredIndia: - Will private / public companies follow govt. orders to observe holiday on #AmbedkarJayanti  in india ?

Ex: @Infosys  @…","RT @IgnoredIndia: - Will private / public companies follow govt. orders to observe holiday on <UNKTAG>  in india ?

Ex: @Infosys  @…",1117852402890076160,['AmbedkarJayanti']
1512589014238388228,We can now accept orders out of instagram again! 🌈✨ whatever update they made recently allowed out shop to be allowed! #instagramshop #shopnow #instagram https://t.co/Xv42kbg3Ri,We can now accept orders out of instagram again! 🌈✨ whatever update they made recently allowed out shop to be allowed! <UNKTAG> <UNKTAG> <UNKTAG> https://t.co/Xv42kbg3Ri,1168178916453957632,"['instagramshop', 'shopnow', 'instagram']"
1512589008353869829,"In the first enforcement action for violations of the export controls imposed on Russia, the U.S. has “temporarily” cut three Russian airlines off from items subject to the EAR 

https://t.co/tY8gVtKwTQ

@KelleyDrye @KelleyDryeTrade #UkraineWar #sanctions https://t.co/CvDsqnyGS0","In the first enforcement action for violations of the export controls imposed on Russia, the U.S. has “temporarily” cut three Russian airlines off from items subject to the EAR 

https://t.co/tY8gVtKwTQ

@KelleyDrye @KelleyDryeTrade <UNKTAG> <UNKTAG> https://t.co/CvDsqnyGS0",14687792,"['UkraineWar', 'sanctions']"
1512588942323122177,"RT @cherishthe17: I've met with Boo #Seungkwan before, that #SEVENTEEN's WiFi guy

At the cafe, the coffees that me and my friend ordered c…","RT @cherishthe17: I've met with Boo <UNKTAG> before, that <UNKTAG>'s WiFi guy

At the cafe, the coffees that me and my friend ordered c…",1316702294121934850,"['Seungkwan', 'SEVENTEEN']"
1512588934458806272,"RT @cherishthe17: I've met with Boo #Seungkwan before, that #SEVENTEEN's WiFi guy

At the cafe, the coffees that me and my friend ordered c…","RT @cherishthe17: I've met with Boo <UNKTAG> before, that <UNKTAG>'s WiFi guy

At the cafe, the coffees that me and my friend ordered c…",1079326622568706050,"['Seungkwan', 'SEVENTEEN']"
1512588907975639040,"RT @cherishthe17: I've met with Boo #Seungkwan before, that #SEVENTEEN's WiFi guy

At the cafe, the coffees that me and my friend ordered c…","RT @cherishthe17: I've met with Boo <UNKTAG> before, that <UNKTAG>'s WiFi guy

At the cafe, the coffees that me and my friend ordered c…",1463509145894727688,"['Seungkwan', 'SEVENTEEN']"
1512588839038201861,"RT @cherishthe17: I've met with Boo #Seungkwan before, that #SEVENTEEN's WiFi guy

At the cafe, the coffees that me and my friend ordered c…","RT @cherishthe17: I've met with Boo <UNKTAG> before, that <UNKTAG>'s WiFi guy

At the cafe, the coffees that me and my friend ordered c…",1443869155883732995,"['Seungkwan', 'SEVENTEEN']"
1512588823078883330,"RT @KesariPunjab: पंजाब में घरेलू खपतकारों के लिए महंगी हुई बिजली, जारी हुए ये आदेश
https://t.co/7d76rcZsFQ
#BreakingNews #punjab #electric…","RT @KesariPunjab: पंजाब में घरेलू खपतकारों के लिए महंगी हुई बिजली, जारी हुए ये आदेश
https://t.co/7d76rcZsFQ
<UNKTAG> <UNKTAG> #electric…",2574322134,"['BreakingNews', 'punjab']"
1512588804376432640,@amazon you need to add an advisory on orders stating this package will be delivered by @UPS so I can cancel the order because #upssucks . They won’t be delivering my order for an addition 3 days now. Straight thrash.,@amazon you need to add an advisory on orders stating this package will be delivered by @UPS so I can cancel the order because <UNKTAG> . They won’t be delivering my order for an addition 3 days now. Straight thrash.,788352810,['upssucks']
